Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Orange_X,Yellow_X,Yellow_Y,Pink_X,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Green2_X,Green2_Y,Orange2_X,Orange2_Y,Yellow2_X,Pink2_X,Pink2_Y
0.1999,44.9854,13.5947,9.9632,1.1256,16.3128,5.5643,21.8878,0.2589,45.3355,48.1876,68.6414,12.3496,50.2894,37.2338,44.4069,3.9886,74.622,52.1996,42.6396,22.8456,2.0007
0.2998,38.9935,8.3627,11.1169,5.0473,4.4579,24.9007,22.939,0.4392,29.6047,29.1465,45.8826,4.7416,41.9311,13.3459,18.4704,1.4579,46.022,36.2647,15.5958,30.7547,2.6177
0.3997,38.5259,7.6199,13.9035,6.2364,9.8211,18.5884,18.2091,0.5287,20.3138,16.4514,51.4734,4.0373,54.762,4.7645,8.4465,1.2004,44.4172,31.5753,7.6075,21.3381,3.1381
0.4997,34.3408,7.1203,16.4273,3.3677,7.7985,10.6262,18.5167,0.5136,20.9259,22.6197,42.5867,5.6275,52.068,11.2839,15.3843,1.8144,31.1787,13.4901,9.9578,5.1789,4.8121
0.5996,25.1196,9.2584,18.9626,4.3605,22.0308,25.5913,22.8332,0.4268,14.9648,13.6476,32.6771,6.5162,41.4955,7.613,12.9187,1.4875,12.8666,25.144,1.9404,14.8358,5.4729
0.6995,15.7819,10.6837,15.096,9.1421,27.0745,20.3751,21.4704,0.2269,18.2678,17.5585,27.1621,9.0046,24.1815,5.271,7.6358,0.522,8.6316,9.944,8.7643,10.4561,4.2077
0.7995,10.9775,10.8718,5.349,9.8289,14.7691,7.675,21.6882,0.5136,13.9262,13.2751,19.823,5.6538,8.4017,5.6749,5.8718,0.3353,10.13,9.5389,9.6887,5.6271,3.0135
0.8994,11.4524,10.2665,6.1525,6.1955,6.0822,4.7729,15.9783,0.4479,4.4856,7.5962,17.4923,1.5592,17.0017,9.6331,8.4337,0.3071,16.0321,2.7365,5.6813,3.6609,2.899
0.9993,13.3494,7.8063,10.5563,1.3827,16.9921,6.4139,22.1611,0.4989,6.9352,7.6168,12.5607,6.5578,11.4816,6.1259,7.594,0.1414,6.7869,16.6976,3.1574,3.48,3.363
1.0993,12.2802,4.8805,9.8288,1.8559,17.7293,8.7295,20.8877,0.2139,9.0145,6.1099,23.6808,6.1029,15.2496,3.0991,7.158,0.6686,10.5394,12.5091,1.2131,6.3652,4.9098
1.1992,9.5418,4.1674,7.2437,4.2516,9.1463,15.108,21.9561,0.3697,3.2002,6.2574,29.8815,2.0875,30.1283,3.8322,7.7417,0.8537,5.5165,6.6959,1.3607,9.2222,5.0159
1.2991,8.8261,5.1804,4.3019,7.0472,5.0121,15.3608,17.9927,0.4384,8.7277,7.814,15.5656,5.1429,26.585,1.8184,6.2768,0.4515,6.6662,1.9306,4.5109,6.6343,3.3396
1.3991,8.9098,7.5597,1.1791,8.2488,7.2381,6.8364,19.0706,0.4357,2.9438,2.775,5.2475,5.21,8.581,2.4314,4.5137,0.4063,5.8021,9.0227,5.732,3.5587,2.3595
1.499,8.5317,8.7554,1.3706,6.7088,3.2573,2.5427,22.0059,0.4117,1.8927,1.3028,11.0373,3.6005,11.7262,4.8406,5.1337,0.4553,1.8921,12.8366,2.9481,3.5353,2.4592
1.5989,8.1354,7.1799,1.5995,5.0116,0.6044,7.2873,19.8496,0.1115,5.5645,5.1165,4.9025,5.8702,13.2027,3.0531,5.9223,0.3578,7.2795,4.4771,0.7935,4.7139,3.4084
1.6989,6.902,4.0572,1.28,5.9704,1.4183,7.8573,20.6901,0.4147,5.6668,3.8973,19.5251,6.0981,2.0167,2.635,6.7358,0.4451,4.8432,2.259,2.0828,6.8222,4.8451
1.7988,5.133,1.9129,2.3675,6.529,4.5712,3.6415,16.4527,0.3321,6.8522,4.347,29.6348,2.5297,13.0624,2.8103,6.6673,0.6363,2.07,7.8504,4.0231,7.73,4.4976
1.8987,4.3781,1.42,3.8139,5.6003,5.4862,1.1894,21.9354,0.4833,5.2641,2.5598,25.378,1.8978,15.4495,1.8876,5.7474,0.4277,5.0687,7.7428,4.2255,5.0728,2.7682
1.9987,3.6757,2.2254,3.5334,4.9409,4.3389,1.4508,19.1755,0.2265,3.9099,5.6756,11.0472,3.2828,8.6558,2.9009,4.547,0.3397,6.7853,2.2395,4.7755,3.0892,2.2356
2.0986,2.7478,3.3307,1.3533,5.0565,2.5821,2.4146,20.3716,0.2741,1.2917,3.348,4.8096,3.7393,9.1472,5.1386,3.5742,0.4947,4.626,5.2644,3.0428,3.6495,2.5108
2.1985,3.2912,3.7638,3.706,4.4958,1.7186,4.1801,17.5094,0.3255,5.3589,3.3806,11.2278,4.4832,10.0875,6.6636,4.6134,0.6029,3.5742,5.7657,4.018,5.3073,3.7167
2.2984,5.5256,2.5242,5.0145,2.7846,5.1736,4.6335,19.2205,0.3909,3.8168,2.6282,19.9557,4.0927,3.952,7.816,6.0669,0.4279,0.4645,6.5159,5.5688,6.8161,4.817
2.3984,7.3695,1.0596,2.8862,0.527,6.9826,4.3859,20.7275,0.4451,3.9355,2.7407,24.1321,1.7805,4.5289,7.2076,6.2592,0.3238,7.2695,3.0181,6.5984,6.5362,3.9596
2.4983,7.3133,4.2325,1.5075,3.1222,4.7554,2.2463,17.9281,0.0203,0.7299,1.9115,20.8894,1.0129,6.3918,6.1718,5.5266,0.277,5.6481,6.1317,4.3104,3.808,2.2814
2.5982,5.9086,5.7964,3.0653,5.6049,3.2559,1.2682,19.4976,0.3375,1.7692,2.7506,15.4728,1.6102,2.8959,4.919,4.0466,0.2954,0.4804,7.2372,3.0814,2.7194,2.3205
2.6982,4.2662,4.5582,1.7459,6.0564,4.4324,1.5112,16.3312,0.2408,3.0469,4.4843,13.4365,1.801,3.6714,3.8607,2.504,0.4142,2.1192,3.8748,1.3245,3.7086,2.8683
2.7981,2.043,1.8089,2.0891,3.7589,3.4008,1.93,21.0335,0.4929,6.0449,5.1932,15.2272,3.4363,6.4353,4.9935,3.4434,0.5781,3.6735,2.2042,6.7461,5.574,4.105
2.898,2.4357,0.7827,3.713,0.6071,1.0448,3.4705,17.2018,0.2692,4.4326,3.0857,15.7775,4.3614,6.1292,6.4189,5.1211,0.4253,6.0732,4.2471,9.0154,6.5155,4.7119
2.998,5.4428,2.0593,3.4162,4.7582,0.9287,2.8625,18.8504,0.2335,5.642,4.8644,13.2649,3.4873,4.2897,5.9482,5.7748,0.1462,1.8873,9.0687,8.3795,5.4077,3.4851
3.0979,6.6945,3.6762,2.755,6.5601,0.6457,0.8444,16.7221,0.2574,1.7047,1.9228,9.2768,1.8625,1.6896,4.5523,5.0141,0.0824,5.5023,5.1838,4.6492,2.7425,2.1541
3.1978,6.1947,5.147,2.03,5.0586,1.3237,0.2818,18.4711,0.3602,1.7212,1.4449,7.6558,1.4981,1.323,2.5157,3.2425,0.1982,3.5856,1.5259,1.422,2.4767,2.5115
3.2978,5.2073,5.7435,1.061,1.4762,1.2728,0.9303,18.9132,0.4647,5.1646,5.1617,9.3235,1.9388,3.0907,2.3688,1.7083,0.3942,4.308,2.2759,3.6334,3.7498,3.2001
3.3977,4.6207,5.1901,1.3526,2.7372,1.6865,2.0593,16.1078,0.071,5.1319,4.1162,11.5217,3.7395,4.5147,3.8121,2.4325,0.6132,3.3676,5.3179,5.7767,5.6113,4.4499
3.4976,4.1729,3.5237,0.6643,4.2349,3.1758,2.121,18.2998,0.3209,2.5337,3.748,11.3246,4.6151,5.4997,4.199,4.1058,0.4973,3.4969,6.5822,6.401,5.9948,4.6527
3.5976,2.9409,1.3785,2.3438,3.6376,2.0574,1.5576,15.4595,0.1669,1.9506,4.3856,8.5522,3.2383,5.5061,3.938,4.8542,0.1884,6.7154,4.8117,4.4223,4.3347,3.1556
3.6975,0.8154,0.6801,3.5614,2.3306,1.6585,2.5105,19.3949,0.4848,0.9474,4.505,6.4222,1.2639,3.7133,2.8387,4.0399,0.1852,1.9619,5.7588,2.3283,1.9109,2.1748
3.7974,1.4813,1.2502,2.2591,1.5431,2.6206,1.6707,15.0878,0.2841,4.4845,6.0613,5.6747,0.6055,1.0621,0.5775,2.4425,0.2039,2.3703,2.8675,1.9448,2.281,2.6432
3.8974,2.3053,2.0697,0.624,2.8606,1.5263,1.1612,17.4233,0.2507,4.5614,4.394,5.6805,1.4169,2.9288,1.7419,1.1185,0.361,0.4037,2.6178,4.1476,3.6731,3.3849
3.9973,2.1826,2.7243,2.4598,4.5777,2.7193,2.1697,15.5478,0.2414,3.4844,3.3034,4.5949,2.16,4.0144,3.8914,1.6523,0.5734,5.1522,2.2652,4.7068,5.3746,4.4922
4.0972,3.3474,1.9312,1.9521,4.5882,4.7016,3.3741,16.9628,0.3234,1.4096,0.9435,2.7229,3.0576,3.1208,4.359,3.015,0.48,4.6626,6.3904,4.6747,5.2684,4.336
4.1972,4.7151,0.7027,0.7596,3.6777,3.5614,3.065,16.7694,0.4602,2.1364,2.8956,5.3542,3.0914,3.3855,4.0876,3.4163,0.1971,2.1025,5.8571,2.0396,3.3202,2.7231
4.2971,4.8656,2.8899,1.6405,4.5179,1.371,1.8518,14.3744,0.1137,1.9613,1.5826,7.1602,2.0528,5.5519,2.2809,2.7305,0.2791,3.4959,1.2384,0.4038,1.3148,1.9833
4.397,3.9787,4.013,1.1276,5.1224,1.9857,0.6463,16.8976,0.3462,2.3016,1.0914,4.5919,1.538,6.6658,0.3179,1.7425,0.2614,2.3026,1.1601,2.3073,2.1231,2.4556
4.497,2.7235,3.2442,0.3459,3.7251,1.4938,0.0824,13.9321,0.1092,2.529,2.9779,3.7785,2.6665,5.976,2.2241,0.7191,0.3018,4.4431,3.2409,4.2161,3.5326,3.3011
4.5969,1.0389,1.1252,1.2578,1.3857,0.6904,1.119,17.3394,0.4649,3.5217,2.5691,6.3066,2.7191,3.3181,4.0515,1.2391,0.4379,1.7703,5.8164,4.1797,4.998,4.2307
4.6968,1.6169,1.0512,1.5813,0.8286,1.0117,2.482,12.9928,0.2769,0.1542,3.1427,7.9813,2.1017,0.5788,3.7638,1.9632,0.3523,3.8236,4.2434,3.0341,4.519,3.7225
4.7968,4.6905,2.4415,1.6461,1.6601,1.8333,2.2095,15.8791,0.29,0.8324,4.2662,7.9681,1.4932,3.1843,3.0209,1.8517,0.1313,3.6579,4.3982,1.4914,2.4482,2.0611
4.8967,6.7837,3.6761,0.9091,2.6177,2.1561,0.2604,13.9145,0.2623,1.6973,3.7356,5.4419,0.5713,2.2506,1.0173,1.4944,0.3119,1.3663,3.0565,2.1036,0.9367,1.7094
4.9966,6.7646,4.9896,0.3277,3.0578,0.8847,1.0246,14.9872,0.2888,2.528,3.0942,5.4606,0.5374,2.3747,0.0652,1.1232,0.3021,1.7312,2.8397,2.3483,1.939,2.2804
5.0966,4.9874,5.0551,0.7869,2.543,1.37,0.6355,14.5635,0.4428,2.9914,3.3043,10.855,1.8821,7.8752,1.8862,0.4465,0.2876,1.8595,2.4107,3.328,3.2408,3.178
5.1965,2.8202,3.2334,0.7818,2.2917,2.3097,0.4842,12.624,0.1383,1.7498,1.6101,13.8687,3.2002,10.3628,3.1707,0.8191,0.3453,3.9066,4.5856,3.7669,4.3917,3.8143
5.2964,1.0807,1.0163,2.234,2.8523,1.1479,1.7003,15.1847,0.3858,2.1652,2.7032,11.7756,2.4594,8.2462,2.6603,0.7791,0.2719,1.944,5.8019,2.0671,3.6666,2.9947
5.3964,0.8167,1.868,2.6502,3.1515,0.5856,2.1235,11.9537,0.0802,3.848,4.7082,5.5451,1.931,5.8233,1.6327,0.4275,0.0645,1.3075,2.0389,1.0369,1.6927,1.3924
5.4963,1.8381,2.0491,1.2878,3.2558,0.832,1.2438,15.1353,0.4426,2.5698,0.8614,6.2507,2.1196,7.6596,0.8093,0.6472,0.3307,1.4415,0.7082,1.5691,0.6978,1.429
5.5962,1.6682,1.2297,0.6551,3.2279,0.7245,0.2814,10.9522,0.2561,0.7655,2.3479,5.5023,1.5526,6.9491,1.883,0.5398,0.3779,2.888,1.824,0.8997,1.6916,2.1163
5.6962,0.4704,0.6074,1.3992,2.5049,2.7323,1.5302,14.1104,0.3289,3.2253,2.4542,4.1653,1.6821,1.7084,1.5008,0.3127,0.3541,2.7596,4.7095,0.8389,2.8662,3.0347
5.7961,0.5506,0.7098,0.5272,1.3792,3.4166,2.6533,11.9696,0.2941,2.3992,0.7866,7.049,1.819,4.899,0.6913,0.2939,0.3108,0.3591,3.556,2.3593,3.7292,3.3683
5.896,0.2415,1.3987,1.1771,1.4048,2.1865,2.5605,12.8091,0.2619,2.8451,5.7697,9.6719,1.1302,8.3345,1.0389,0.3693,0.2964,2.3707,2.0643,2.5612,2.8529,2.3008
5.996,1.6646,1.2379,1.7498,1.8802,0.5368,0.505,12.4209,0.4217,3.0323,4.6518,10.4486,0.2306,7.9379,1.1182,0.9145,0.1059,2.4057,2.2717,1.8683,1.0449,0.8908
6.0959,3.3362,0.2633,1.3328,2.5009,1.0682,1.3161,10.753,0.1517,1.3758,1.9601,11.0049,0.667,7.7714,0.4856,0.814,0.232,1.5988,2.5107,1.824,0.5671,1.4378
6.1958,4.0146,2.1535,1.0564,2.8642,1.267,1.1846,13.2572,0.4225,3.8727,4.0428,11.7621,1.3902,9.1218,0.3074,0.443,0.3485,0.4426,3.1142,1.3495,1.4008,2.2258
6.2957,3.5843,3.0238,1.0972,2.2548,1.0801,1.32,9.7923,0.0795,4.0783,3.5335,10.7116,1.4393,8.5057,1.0442,0.2563,0.3993,1.3357,3.21,2.1842,2.3918,3.0703
6.3957,2.3566,2.3054,1.6335,2.7016,1.0858,2.5109,12.9442,0.4244,1.3399,0.8978,7.7866,2.6845,5.4284,1.0605,0.5569,0.3479,2.7682,4.493,2.2404,3.0112,3.0648
6.4956,1.1284,0.9989,1.7033,4.123,1.9754,2.9126,8.9507,0.2305,3.6728,2.1907,3.1325,2.7727,2.2582,0.9145,1.2985,0.3269,2.0887,2.3006,2.4079,2.0963,1.8139
6.5955,2.8001,1.294,0.5672,3.7976,1.9729,1.5271,12.166,0.36,2.6608,0.9761,1.6099,1.2061,1.376,0.3867,1.5909,0.1428,0.4391,0.6562,1.7696,0.5071,0.9297
6.6955,4.2801,2.0749,1.2582,1.9176,0.6174,0.6985,9.9733,0.3215,1.4907,4.0727,4.0797,0.9723,3.9079,0.1286,1.2531,0.1292,1.6038,0.7885,1.0691,0.5539,1.7061
6.7954,4.011,2.7172,1.6308,1.6397,1.1102,0.2479,10.6046,0.2451,3.6119,4.0995,4.5044,0.7422,6.4226,0.5563,0.7782,0.2941,1.636,4.2671,0.7656,1.1212,2.4908
6.8953,2.2705,2.5243,0.2395,2.0049,1.6944,0.646,10.4202,0.4029,3.0096,2.8191,10.079,0.6391,7.0131,1.1323,0.1677,0.4123,2.3121,3.8016,2.5603,1.8927,3.197
6.9953,0.3287,1.1992,1.8683,2.1035,0.767,1.0968,8.79,0.1594,1.7207,1.7085,13.1024,0.857,6.4265,0.8918,1.161,0.335,1.0169,1.6544,2.7254,2.3134,2.9019
7.0952,1.1912,1.3152,2.6928,2.5204,1.2742,1.0563,11.3339,0.4506,2.3055,4.1082,10.1159,2.2381,6.8499,0.7672,1.8768,0.2831,2.4258,2.2739,1.3154,1.4512,1.5697
7.1951,1.8841,2.3773,1.6959,1.3044,1.6657,1.1037,7.6653,0.0901,1.105,2.8354,8.2803,1.8373,7.0284,0.9946,1.8669,0.1691,2.308,1.267,0.4932,0.1417,1.1866
7.2951,2.1128,2.1347,0.8198,1.9387,1.1634,0.4349,10.865,0.4125,2.5132,2.3216,10.1287,0.1542,4.6369,0.9123,1.4977,0.109,0.9229,3.5994,0.6062,0.5866,1.963
7.395,1.644,1.1907,1.4386,4.1515,1.3246,0.0441,7.0808,0.2052,3.1409,2.2415,9.0002,1.0591,0.8338,1.1447,0.8894,0.2911,1.3137,2.9045,0.8793,0.8624,2.705
7.4949,0.7725,0.7463,0.8265,3.6705,1.2925,0.1917,10.2224,0.3831,1.7824,1.9629,4.3784,1.3062,3.223,1.0272,0.3194,0.4659,1.4519,4.4274,1.8047,1.4173,3.2997
7.5949,0.5454,0.7737,0.4256,0.7796,0.5613,0.579,8.2137,0.3405,1.2564,1.831,5.6005,1.4036,4.3882,0.7592,1.5615,0.3956,3.605,3.3396,2.6744,1.7146,2.883
7.6948,1.425,0.8451,1.2096,2.0359,0.4391,1.4651,8.4843,0.238,1.9992,3.0236,6.6029,1.3138,4.7447,1.0317,2.0588,0.2626,1.9366,0.0752,1.5469,0.9608,1.6244
7.7947,2.8267,0.7006,1.4571,2.6653,0.9615,1.2316,8.7056,0.3886,1.2181,1.3731,4.7379,0.2795,5.3889,0.9866,1.8833,0.1639,1.0856,0.6882,0.2456,0.2503,1.4501
7.8947,3.7028,1.4116,1.407,2.0268,1.0574,0.5974,6.8939,0.1642,1.3486,0.6551,4.9395,1.0741,5.3257,0.5431,1.5285,0.078,0.6452,2.6621,1.4185,0.6419,2.1493
7.9946,3.4427,2.3668,0.7749,2.6134,0.7411,1.3138,9.6682,0.4696,1.4024,0.7062,6.8293,1.118,4.6134,0.438,0.7468,0.2541,2.34,4.8811,1.9188,0.6752,2.8499
8.0945,2.1973,2.2596,0.706,1.7329,0.6409,1.4841,5.7794,0.1013,1.3639,0.5969,5.1509,0.6633,3.1116,0.7014,0.5602,0.4676,3.4099,2.6523,1.7083,1.0342,3.2885
8.1945,0.5038,0.9669,1.1343,1.2531,1.1245,1.5437,9.0418,0.4073,1.843,2.9255,6.1619,0.7757,0.8115,0.2912,1.6334,0.4118,1.8439,2.5067,1.404,1.2626,2.7327
8.2944,1.2774,0.649,0.5852,3.8263,0.9765,1.1191,5.6078,0.1835,3.2681,3.2834,5.5913,0.5184,3.2074,0.8371,1.9109,0.2088,2.622,1.404,0.7684,0.6452,1.5408
8.3943,2.7889,1.5647,0.7066,3.7357,0.3893,0.8002,8.4926,0.398,1.4428,0.4666,5.4398,1.6168,3.7495,0.893,1.7452,0.1067,0.9456,2.3111,0.4658,0.417,1.4773
8.4943,3.461,1.6734,1.1156,1.1137,0.4038,1.0643,6.9879,0.3507,0.6218,1.3734,5.5342,1.6708,1.1975,0.8758,1.334,0.075,2.1067,3.304,1.0811,0.687,2.1409
8.5942,3.087,1.6706,0.5416,2.202,0.2349,0.3766,6.6051,0.2405,1.1396,1.9499,3.4185,1.2706,2.4467,1.0719,0.4437,0.2666,1.908,3.8297,1.1512,0.6281,2.8073
8.6941,2.1314,1.7137,0.8174,2.8222,0.6807,0.9941,7.5311,0.3806,1.1341,2.2119,2.7622,0.5349,3.5074,1.7859,0.8331,0.4979,2.896,4.889,0.9436,0.8127,3.1492
8.7941,1.1933,1.5152,1.2563,1.6856,1.0933,1.9374,5.308,0.1652,2.9774,3.1312,3.0793,0.3977,1.1541,1.8414,1.4779,0.4298,3.5041,2.4968,0.3482,0.9577,2.5432
8.894,0.5791,1.2913,0.7933,2.5881,0.7618,1.3575,8.4976,0.4786,2.7784,1.1436,3.9466,1.0954,2.7152,1.6063,1.5476,0.1428,0.7448,0.5426,0.3873,0.4894,1.4072
8.9939,0.4059,1.2141,0.0847,2.3267,0.5229,0.5389,4.4598,0.1108,0.6623,0.6571,3.0931,1.7224,4.2879,0.7401,1.4361,0.1042,1.0499,1.6757,0.7698,0.5191,1.3781
9.0939,0.5414,0.9961,0.2432,0.584,0.8567,0.9331,7.7035,0.4101,1.718,1.7378,5.9525,1.5968,3.0519,0.2679,0.9905,0.1433,1.1924,4.4384,0.8799,0.7325,2.0311
9.1938,0.7401,0.443,0.2053,3.7646,0.6112,0.8774,4.9248,0.1691,1.3147,2.1373,5.805,0.6891,2.097,0.7271,0.5005,0.2911,3.7022,4.8236,0.5753,0.7639,2.6693
9.2937,0.9486,0.5406,0.6362,4.3526,0.434,1.0425,7.2011,0.4034,2.5432,2.3918,4.6964,0.201,2.2798,1.6932,0.957,0.4775,3.2685,3.3384,0.5984,0.8436,2.897
9.3937,1.5168,1.0809,0.9591,1.7529,0.5171,1.1055,6.5493,0.3511,2.9393,2.685,3.7305,0.616,0.8923,1.603,1.121,0.3998,1.702,2.8581,0.6886,0.7891,2.1823
9.4936,2.1316,1.0766,1.1515,1.9375,0.804,0.3983,5.2305,0.2531,2.7492,0.379,2.9806,0.8892,2.6621,1.2322,1.0513,0.0906,1.5895,1.499,0.5648,0.3561,1.0306
9.5935,1.9559,0.9547,0.8642,3.3759,1.1008,0.7186,7.1326,0.3814,1.2787,0.2478,1.6713,1.2216,4.1218,0.4081,0.9968,0.1364,1.4017,2.365,0.7188,0.5027,1.199
9.6935,0.8627,0.8928,0.0991,1.7931,0.9552,0.374,4.3762,0.1603,1.7978,1.8001,0.3849,1.0684,3.7345,0.4068,0.7529,0.2122,2.6699,2.7106,0.3453,0.7516,1.9034
9.7934,1.0672,0.2414,0.674,2.2279,0.3504,0.6498,7.9909,0.4762,1.4261,1.7063,1.8202,0.3026,2.4647,1.1107,0.8415,0.3406,2.048,4.08,0.5311,0.9518,2.4865
9.8933,2.0206,0.8379,0.4495,3.2858,0.7558,1.0916,4.1032,0.1175,1.104,1.8545,3.3288,0.7985,2.0308,1.6696,0.968,0.4695,3.0516,3.9163,1.2682,0.9651,2.5898
9.9933,2.1695,1.5727,0.6124,1.5199,1.0652,1.2521,7.0747,0.422,2.0814,1.3136,2.7484,1.35,2.8817,1.4592,0.7027,0.3623,2.4442,1.6903,1.223,0.6751,1.7904
10.0932,1.7871,1.552,1.536,2.0537,0.7463,0.8451,5.2356,0.1666,0.3833,1.8165,1.9736,1.1682,3.4551,1.1145,0.5154,0.0293,0.73,0.8368,0.5875,0.2152,0.7772
10.1931,1.6555,1.3149,1.3974,3.4615,0.5875,0.3542,6.5506,0.3976,1.2269,1.0569,2.0849,0.5462,3.6368,0.5643,0.615,0.2156,0.7096,2.133,0.3575,0.5192,1.3749
10.2931,2.401,1.508,0.3698,1.8721,0.8464,0.3584,6.8648,0.3403,1.4822,1.3423,2.2242,0.3649,3.3559,0.8467,0.8262,0.3214,2.2907,4.0006,0.6071,0.8468,2.0748
10.393,3.1018,1.7417,0.9848,2.0131,0.8425,0.5462,4.6502,0.274,0.5424,1.2521,1.3021,0.5029,2.8657,1.4605,1.0268,0.3804,3.7086,3.7005,1.2421,1.1759,2.5151
10.4929,2.8556,1.9704,1.1869,3.6242,0.568,0.2187,7.5207,0.3918,1.6993,1.6743,4.5711,0.912,4.538,1.4639,0.837,0.365,2.461,3.2083,1.2935,1.1002,2.3786
10.5928,1.9116,1.819,0.5541,2.622,0.2517,1.0607,4.3948,0.1492,0.922,1.3643,5.9402,1.4224,6.1371,0.7218,0.3053,0.2884,1.5456,2.8623,1.0875,0.5698,1.417
10.6928,1.7232,0.9686,0.5524,1.9331,0.0843,1.9,8.105,0.462,0.1893,1.6711,4.0841,1.4446,5.4614,0.2556,0.2594,0.0911,1.6233,1.4707,0.277,0.1083,0.8033
10.7927,1.9923,1.0298,0.7936,3.197,0.2922,1.3073,4.6094,0.1186,2.3805,0.7575,4.4626,0.7997,3.3952,0.6961,0.6915,0.1539,2.1061,1.2915,0.4683,0.5924,1.7023
10.8926,1.7378,1.807,0.7177,2.721,0.5789,0.0878,7.2075,0.4406,0.5749,0.6553,4.6119,0.7234,2.1401,1.2226,1.0043,0.2834,2.2838,2.2976,0.9277,1.0081,2.3737
10.9926,1.331,1.6534,0.6377,2.7927,0.553,0.3835,6.2495,0.1763,1.6965,1.6801,2.8546,1.0258,2.2162,1.1957,1.0297,0.3789,1.9271,4.3106,1.6018,1.3975,2.707
11.0925,1.1028,0.8127,0.8781,3.5576,0.7035,0.5223,6.5546,0.3827,0.62,3.132,0.601,1.0085,4.0753,1.0954,0.6606,0.3631,3.1489,3.7524,1.5539,1.2182,2.3704
11.1924,1.0384,0.5222,1.367,2.7698,0.8035,0.8153,7.5783,0.3197,2.1813,0.3398,2.1274,0.8262,5.4116,0.584,0.2383,0.2692,2.5623,1.9556,0.7877,0.5047,1.277
11.2924,1.2661,0.7659,1.2537,2.0607,0.5267,0.6019,4.8958,0.2963,0.9053,1.7145,3.3619,0.6688,4.8778,0.4807,0.6186,0.1358,1.1414,1.5519,0.1125,0.2333,1.0716
11.3923,1.5592,0.7233,0.4025,2.8974,0.1643,0.461,8.4448,0.4074,0.9063,0.6085,3.394,0.5531,3.4471,0.2362,0.9571,0.1905,0.8571,2.7533,0.7146,0.7237,2.0968
11.4922,2.0052,0.7943,0.5438,2.9479,0.1161,0.2435,5.1249,0.1362,0.5107,0.3192,4.7584,0.1193,2.9591,1.0629,1.0407,0.3164,2.6761,4.5904,0.9035,1.1888,2.7567
11.5922,2.5524,1.2205,0.6329,2.8754,0.4402,0.5855,8.5782,0.441,0.9141,3.0368,4.3937,0.7476,3.9857,1.3515,0.8425,0.3748,3.7846,4.2456,1.2087,1.5764,2.987
11.6921,2.7272,1.8347,0.164,2.4897,0.7267,0.8464,5.4637,0.1122,1.7769,3.0932,4.1041,1.2657,5.0657,1.6573,0.4637,0.3151,2.4788,4.2391,1.1862,1.297,2.4526
11.792,2.3799,2.1072,1.0791,1.6509,0.5856,1.0027,7.9044,0.4581,1.3192,1.8051,3.6166,0.8198,4.5044,1.0591,0.4924,0.2824,1.8327,3.5307,0.1728,0.4666,1.2493
11.892,1.7221,1.6431,1.2955,2.2018,0.5045,0.2783,7.4775,0.1911,1.5612,2.2202,1.0893,0.583,2.8798,0.1626,0.8844,0.1903,1.7688,1.3566,0.7916,0.4077,1.3607
