Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Orange_X,Yellow_X,Yellow_Y,Pink_X,Purple_X,Purple_Y,Red2_X,Red2_Y,Blue2_X,Green2_X,Green2_Y,Orange2_X,Orange2_Y,Yellow2_X,Pink2_X,Pink2_Y
11.9919,0.8776,0.58,0.7228,2.6891,0.9703,0.5477,6.9462,0.3663,1.2187,0.8565,3.06,0.6955,2.7193,0.6853,1.0587,0.1447,2.2184,1.248,0.7137,0.8439,2.356
12.0918,0.323,0.5804,0.3222,2.2504,0.8264,0.4101,8.369,0.2962,0.702,1.0901,3.3388,0.4268,2.8462,1.1693,0.9179,0.2874,2.4959,3.1732,0.4932,1.2906,2.9095
12.1918,1.3673,1.1322,0.5387,2.1644,0.5598,0.8542,5.6721,0.3106,1.9351,3.4569,2.8736,0.7418,3.1372,0.7963,0.5545,0.3981,2.4597,4.6031,0.3999,1.6334,2.9932
12.2917,1.9968,1.2014,0.3191,1.7259,1.1835,0.9838,9.5437,0.4188,1.2414,0.8886,4.6589,0.9249,4.4049,0.5628,0.3579,0.3171,3.3897,3.1558,0.5719,1.2931,2.2986
12.3916,1.8664,1.3075,0.1121,1.6601,1.2893,0.7076,5.9858,0.1327,2.2943,2.4022,6.2867,0.8918,4.2104,0.2898,0.6779,0.2138,2.1474,1.5952,0.51,0.4462,1.0444
12.4916,1.1879,1.3707,0.4345,2.7179,0.9115,0.734,9.1539,0.4236,1.0651,1.0124,4.507,0.65,2.365,0.3703,0.9397,0.1768,0.486,0.5587,1.0057,0.4991,1.3706
12.5915,0.6932,1.0435,0.6313,2.6576,0.6156,1.3921,6.3895,0.098,1.0352,1.2208,3.9202,0.299,2.7727,0.2355,0.9568,0.1354,0.967,2.4375,1.0729,0.9124,2.3402
12.6914,0.704,0.5057,0.4373,1.5445,0.4913,0.9736,8.829,0.4647,1.0148,1.7143,4.798,0.8472,3.9999,0.5499,0.6963,0.196,3.1218,3.7192,0.8093,1.3424,2.8299
12.7914,0.8476,0.0568,0.1873,1.9002,0.2188,1.1247,8.5189,0.2015,1.5688,1.4959,4.8492,0.8938,3.3863,0.6803,0.2118,0.2952,3.7001,3.9322,1.028,1.6355,2.7909
12.8913,1.2708,0.6087,0.7379,2.1768,0.6467,0.9902,7.4148,0.36,1.2163,1.4992,2.8854,0.2063,1.6116,0.6916,0.3909,0.2806,2.2607,4.2144,0.7479,1.2398,1.9262
12.9912,1.7291,1.3697,0.7732,1.8912,1.1817,0.6124,9.1275,0.2818,2.1955,1.5453,1.7662,0.5142,1.1755,0.6048,0.7301,0.2125,1.9315,2.4162,0.4331,0.3849,0.5865
13.0912,2.0673,1.6706,0.3422,2.0167,1.0048,0.8637,6.6278,0.3096,1.2517,0.2848,2.7283,0.5751,1.3136,0.2529,0.8102,0.1384,1.3401,0.7131,0.7768,0.551,1.2476
13.1911,2.0299,1.3337,0.3497,1.8829,0.3267,0.7544,10.473,0.4177,1.3825,1.0492,0.8018,0.5842,1.3228,0.1244,0.7137,0.0841,2.6255,1.7408,0.6323,0.9173,2.1002
13.291,1.3079,0.83,0.3205,1.476,0.955,0.1692,6.5939,0.1468,0.9482,1.8851,0.757,0.6814,2.4267,0.2418,0.4337,0.1891,2.6209,4.0314,0.4789,1.2936,2.4892
13.391,0.0626,0.6371,0.289,1.838,1.1264,0.2354,9.7292,0.4207,1.0087,1.4006,1.21,0.7556,2.763,0.8826,0.1524,0.3129,3.1062,4.3067,0.9575,1.5354,2.3934
13.4909,1.37,0.5448,0.7565,1.745,0.6589,0.3376,7.2925,0.0803,0.5612,2.3098,2.2208,0.2461,1.939,0.7551,0.5026,0.2616,3.2686,2.4066,0.7677,1.1286,1.4997
13.5908,2.1601,1.1222,0.8265,1.3313,1.2241,0.6878,9.6377,0.4549,1.8354,0.4103,2.3234,0.6172,1.7396,0.5982,0.6357,0.1508,1.2534,1.7241,0.1456,0.3064,0.1474
13.6908,2.2356,1.775,0.4972,1.588,1.7524,0.5576,9.1306,0.2015,0.6831,0.8733,2.6378,0.6991,2.1016,0.5778,0.5907,0.1415,0.8027,1.0541,0.1371,0.596,1.3258
13.7907,1.9396,1.8755,0.1279,1.9626,1.1205,0.2292,7.8336,0.3695,1.2549,1.0764,2.3926,0.1272,0.9992,0.4827,0.5008,0.1247,1.8974,3.0112,0.2841,0.9045,2.0071
13.8906,1.5765,1.4005,0.044,1.8458,0.1114,0.5036,9.839,0.2854,0.6318,1.8655,3.1609,0.7651,1.7431,0.7511,0.3603,0.1828,3.752,3.4445,0.5439,1.1988,2.1688
13.9906,1.1271,0.6931,0.0632,1.3193,0.7234,0.2941,7.4451,0.2928,0.2052,0.9022,3.1278,0.8802,3.248,1.1471,0.4385,0.3008,3.1758,3.3708,1.0638,1.3884,1.84
14.0905,0.553,0.1896,0.2124,1.3585,0.2717,0.5283,10.9929,0.402,1.5425,0.7274,1.644,0.6293,2.7846,0.7471,0.5368,0.2738,1.489,2.7425,1.4691,0.9855,0.873
14.1904,0.0677,0.2447,0.5529,2.2358,0.6289,0.838,6.869,0.1705,1.1645,1.6354,0.8011,0.3031,0.8198,0.8419,0.4258,0.1267,1.145,1.179,0.509,0.2053,0.548
14.2904,0.3108,0.2305,0.7433,2.2709,1.0455,0.8984,10.2902,0.4331,1.455,0.8414,0.3155,0.3196,1.4029,0.5743,0.4171,0.0798,1.8721,1.3537,0.2396,0.6338,1.5124
14.3903,0.278,0.3076,0.5126,1.5657,0.7691,0.5958,8.0277,0.0721,1.7235,0.8908,0.8794,0.7207,1.7165,0.0962,0.5058,0.0732,2.8956,2.4041,0.5568,0.8646,1.9018
14.4902,0.2708,0.3411,0.1154,1.4227,0.29,0.622,10.071,0.4315,0.5474,1.3282,1.8425,0.6105,0.7219,0.8202,0.6031,0.1327,2.1676,3.699,1.0953,1.0538,1.854
14.5901,0.6677,0.3038,0.4912,1.4963,0.7385,0.7139,9.2675,0.1897,0.3422,1.809,3.882,0.4632,2.1074,1.4831,0.6708,0.2868,2.615,2.6975,1.085,1.1984,1.3653
14.6901,0.8013,0.4438,0.4775,1.5883,1.0556,0.4027,8.2236,0.3878,0.9013,0.226,3.6896,0.8764,2.9934,1.1095,0.4826,0.3064,2.1368,0.9874,1.0265,0.8267,0.427
14.79,0.623,0.4546,0.2432,2.2299,0.8694,0.3572,10.4172,0.3033,1.2757,1.6085,2.4109,0.6833,2.559,0.8513,0.1717,0.1414,1.1716,0.7743,0.3805,0.1163,1.0703
14.8899,0.7293,0.4774,0.4187,1.8696,0.6309,1.2276,7.8587,0.2683,1.7196,0.865,3.7223,0.4386,1.5172,0.0649,0.3898,0.0504,1.4212,2.0545,1.1279,0.6882,1.8388
14.9899,1.3291,0.9039,0.3827,0.341,1.1034,1.2752,11.0365,0.3774,1.8839,1.4277,4.5705,0.5539,0.8069,0.703,0.6319,0.1248,2.3672,2.6654,1.1285,0.8847,1.9763
15.0898,1.8918,1.2164,0.0968,1.4934,1.1377,0.9127,6.9366,0.1887,0.739,0.833,5.4421,0.5197,0.7817,0.9287,0.7922,0.189,3.1254,2.2022,0.9168,0.9944,1.719
15.1897,2.0091,1.247,0.3662,1.9131,0.5526,1.2667,10.763,0.4506,0.6621,0.6008,4.6906,0.2362,1.0181,1.2541,0.7115,0.2557,1.9146,2.3474,0.939,1.0697,1.0869
15.2897,1.4923,1.0778,0.5183,0.8066,0.4962,0.9542,8.3805,0.0862,0.7594,1.2854,1.7826,0.257,1.0357,0.7367,0.3406,0.2486,0.6943,1.6893,0.3667,0.6799,0.3176
15.3896,0.5505,0.6845,0.4803,0.7409,1.0387,0.4252,10.0355,0.4059,1.8571,0.4424,2.6774,0.1771,1.1316,0.4963,0.1257,0.1143,0.8993,1.3211,0.4823,0.1789,1.2996
15.4895,0.5323,0.3775,0.3725,1.052,0.6252,1.2251,9.0646,0.171,1.3276,1.3047,2.8668,0.3506,1.5383,0.3765,0.5118,0.0649,2.1137,0.9848,0.6806,0.7841,1.9718
15.5895,0.9605,0.7651,0.2214,0.147,0.4479,1.0432,8.5642,0.401,1.7303,0.3189,1.3465,0.5328,2.1754,0.7458,0.8178,0.1465,2.1529,1.8908,0.9191,0.9278,2.0114
15.6894,0.9177,0.8765,0.0582,1.1732,0.8511,0.6546,10.6757,0.3228,0.7971,1.6961,1.9802,0.3881,2.6408,0.8027,0.9103,0.2088,1.5626,2.3242,0.3878,0.9525,1.6695
15.7893,0.5694,0.6155,0.2423,1.2701,0.435,0.7903,7.7466,0.2512,0.3786,0.1483,2.1388,0.3477,2.3204,0.8904,0.6328,0.2402,2.0257,1.1847,0.6133,0.9586,0.9738
15.8893,0.3748,0.5105,0.4291,0.4483,0.3132,0.4526,10.7208,0.3572,1.1695,0.6498,2.1827,0.2364,1.3456,0.6669,0.1449,0.2225,1.5694,0.7688,0.5701,0.5712,0.402
15.9892,0.7072,0.6542,0.5167,1.4535,0.8252,0.1617,6.9275,0.1911,1.2861,1.2445,2.2988,0.2774,1.1521,0.3352,0.2935,0.1188,1.0143,1.6539,0.5321,0.2393,1.3136
16.0891,0.9154,0.8426,0.5461,1.597,0.8602,0.5387,10.9615,0.46,0.625,1.231,3.2079,0.6223,1.4881,0.2752,0.6454,0.0715,0.7904,1.922,0.1264,0.8383,1.848
16.1891,1.4309,0.9485,0.4865,0.7008,0.5243,0.4786,8.1976,0.1125,1.5872,0.552,3.0918,0.6892,1.8477,0.6228,0.8768,0.1464,1.8394,1.3344,0.3562,0.9864,1.8787
16.289,2.2121,1.0681,0.2075,1.1948,0.4578,0.3337,9.6382,0.3926,0.2188,0.4983,0.7933,0.3353,2.2676,0.8447,0.7976,0.2013,2.2247,0.8356,0.4148,1.0001,1.6567
16.3889,2.487,1.5253,0.2388,1.2144,0.7565,0.5139,8.7185,0.1567,1.158,1.5044,2.2713,0.1436,2.0823,0.9457,0.4109,0.1853,1.3233,1.2625,0.5788,0.9477,1.1213
16.4889,1.9529,1.7276,0.554,0.1567,0.8601,0.6894,8.6894,0.399,1.4861,0.6662,1.5921,0.275,1.3066,1.0681,0.0372,0.1539,0.6777,1.4446,0.545,0.5099,0.4384
16.5888,1.1362,1.1949,0.5227,0.9661,0.6252,1.065,10.4413,0.3322,1.1868,0.8733,1.8375,0.1394,0.7711,0.2853,0.393,0.096,1.2202,1.26,0.8109,0.3312,1.1118
16.6887,1.2006,0.6429,0.2006,0.8114,0.4453,0.9091,7.1931,0.2526,0.6724,0.758,2.8969,0.2721,0.8352,0.3817,0.6973,0.0755,1.656,1.1841,0.8024,0.9225,1.6024
16.7887,1.8564,1.2638,0.1524,0.8707,0.3932,0.3725,10.2505,0.3538,0.9295,2.0404,1.8435,0.3999,1.4859,0.9814,0.79,0.1466,1.2569,1.0551,0.4274,1.0584,1.662
16.8886,2.3309,1.5096,0.2975,1.9114,0.4172,0.4605,6.8036,0.1761,0.7372,0.567,3.66,0.4127,2.1683,0.9285,0.5893,0.2145,1.0561,0.964,0.5997,1.0305,1.6149
16.9885,2.3026,1.2805,0.2479,1.5164,0.4097,0.1874,10.6937,0.454,1.4085,0.7584,2.7931,0.4792,2.6525,0.6031,0.2822,0.1921,1.7456,0.4018,0.9254,0.9022,1.363
17.0885,1.7698,1.0715,0.1114,0.4961,0.4599,0.5043,7.4936,0.1343,1.2118,1.0988,2.6297,0.5116,2.7421,0.4692,0.1739,0.1288,1.3127,0.6859,0.3031,0.445,0.7116
17.1884,1.155,0.9961,0.2348,1.6573,0.4454,0.6894,9.0944,0.3984,0.4235,0.4919,3.1169,0.286,2.0949,0.6545,0.4445,0.1,0.654,1.3106,0.2969,0.3567,0.7902
17.2883,0.7873,0.9592,0.3925,1.501,0.0641,0.7011,8.3162,0.16,0.6339,1.0254,2.1531,0.1744,0.762,0.5624,0.6907,0.0984,0.3694,0.5442,0.3145,0.942,1.3645
17.3883,0.5402,0.7489,0.2795,0.5966,0.4727,0.4194,8.3942,0.3806,0.3232,1.0993,2.8858,0.478,0.4584,0.4317,0.6264,0.1467,1.5082,0.3884,0.8882,1.0974,1.5746
17.4882,0.5714,0.1655,0.1381,1.6942,0.6464,0.2969,9.6871,0.3266,0.6503,0.1886,1.3724,0.4132,0.7713,0.546,0.4135,0.1862,1.9738,0.625,1.1291,1.0565,1.6772
17.5881,0.6378,0.5735,0.5247,1.4491,0.4473,0.6949,6.4309,0.2684,0.6294,0.6695,0.9539,0.1665,1.3008,0.2319,0.3195,0.1292,0.9454,1.2302,0.9827,0.8536,1.5934
17.6881,0.6536,0.9477,0.655,0.4025,0.0847,0.3376,9.7395,0.369,0.0641,0.4501,1.488,0.5985,2.398,0.508,0.2374,0.1321,0.6815,1.1927,0.4448,0.3618,0.9629
17.788,0.7179,0.7744,0.4907,1.8729,0.7179,0.3879,6.391,0.1507,0.6665,0.3439,1.7074,0.747,2.832,0.0427,0.406,0.1547,0.863,0.7317,0.4252,0.41,0.4933
17.8879,0.6447,0.3688,0.296,2.0137,1.2737,0.6678,9.912,0.4344,0.505,1.4182,1.6969,0.4364,2.4231,0.3269,0.5118,0.1085,1.3827,0.8487,0.3792,0.9781,1.1955
17.9879,0.6341,0.4795,0.2002,0.7545,1.3609,0.8211,6.4592,0.142,0.1414,0.3632,0.9815,0.1778,1.6961,0.6032,0.4309,0.1052,1.2274,0.7081,0.4391,1.1403,1.5661
18.0878,0.9771,0.6462,0.0628,1.2142,1.159,1.1298,8.5352,0.4163,0.3118,0.8941,1.831,0.3864,1.3319,0.6134,0.4684,0.1726,1.1604,0.787,0.8011,1.0667,1.7675
18.1877,1.3524,0.6933,0.3128,1.5661,0.9786,0.809,7.775,0.1817,0.4331,0.8929,1.9088,0.2928,1.1541,0.3489,0.4201,0.1712,1.541,0.5335,0.4171,0.7548,1.7025
18.2877,1.5093,0.8493,0.473,0.8883,0.9113,0.6951,7.603,0.354,0.5251,1.4282,1.0174,0.1927,0.708,0.3618,0.2576,0.1176,0.7532,1.0942,0.413,0.2204,1.0106
18.3876,1.4019,1.0313,0.4453,1.1365,0.9785,0.5353,8.5747,0.3093,0.2537,1.1031,0.478,0.3675,0.2243,0.6419,0.2749,0.1205,0.5835,0.9577,0.8331,0.5041,0.4546
18.4875,1.0653,0.9498,0.2989,1.4336,0.7779,0.825,5.6695,0.2841,0.2791,0.6766,0.5761,0.4454,0.5824,0.5316,0.2463,0.1124,0.4726,0.3847,1.052,1.0222,1.1869
18.5875,0.625,0.5641,0.1121,0.841,0.7785,1.0582,9.1263,0.392,0.2142,1.433,0.6715,0.4672,1.9078,0.4296,0.4147,0.1268,1.4359,0.2889,0.7107,1.1766,1.556
18.6874,0.5075,0.3447,0.0875,0.9865,0.8472,0.728,5.565,0.13,0.6824,1.3223,1.508,0.7133,3.0638,0.6249,0.5831,0.1632,1.3099,0.7805,0.4284,1.0672,1.7557
18.7873,0.9009,0.5344,0.233,1.3932,0.735,0.183,8.7622,0.4113,0.4949,0.051,2.9308,0.6947,3.065,0.7258,0.4652,0.1451,0.2312,0.8679,0.476,0.6522,1.6101
18.8872,1.1217,0.5735,0.2379,1.0535,0.6017,0.4136,5.3601,0.1331,0.3858,0.6618,2.1945,0.1759,2.0273,0.4927,0.279,0.0894,0.2399,0.7607,0.1799,0.1067,0.8308
18.9872,0.9097,0.558,0.2113,0.7998,0.3682,0.6041,7.9015,0.4326,0.0976,0.3131,0.5661,0.4308,2.1854,0.344,0.1215,0.1037,0.8891,0.4407,0.5734,0.6187,0.6313
19.0871,0.3674,0.4319,0.3395,1.5065,0.6079,0.6989,6.9818,0.2086,0.6603,0.8338,2.357,0.5255,2.5083,0.4876,0.2374,0.1084,1.4606,0.7493,0.5946,1.07,1.3386
19.187,0.2412,0.1427,0.3076,1.6359,0.7481,0.2153,6.4364,0.333,0.665,1.5341,2.3713,0.2177,1.2157,0.8267,0.5351,0.0993,0.738,1.3052,0.5987,1.2027,1.621
19.287,0.6159,0.7027,0.1024,1.0156,0.8723,0.1152,7.3713,0.2913,0.7058,0.3124,2.1035,0.3207,0.9971,0.5033,0.5796,0.1389,0.7726,0.6743,0.447,1.0397,1.7138
19.3869,0.8398,1.0685,0.4806,1.2367,0.8478,0.1608,4.925,0.2883,0.6187,0.6205,1.7683,0.5517,2.2889,0.5427,0.415,0.1917,0.7013,0.2959,0.1263,0.4991,1.3305
19.4868,1.2734,0.8345,0.6806,1.7571,0.8142,0.4756,8.2906,0.4089,0.8565,0.8922,1.7488,0.5544,1.9684,0.1326,0.2345,0.1058,0.743,0.7644,0.2416,0.2091,0.4198
19.5868,1.7613,0.7068,0.4925,1.5318,0.8095,0.4587,4.3824,0.1291,1.4115,1.1814,2.3213,0.2561,1.3306,0.4878,0.077,0.0661,0.7116,0.6735,0.9045,0.7891,1.0511
19.6867,2.099,1.5638,0.1431,1.8885,0.4029,0.5849,7.5036,0.3983,0.8573,1.787,3.9421,0.5583,2.268,0.2634,0.4019,0.116,0.6603,0.2666,0.8548,1.1381,1.6521
19.7866,2.4202,2.0173,0.2929,2.1546,0.2338,0.8131,4.3806,0.1131,1.2084,0.8735,3.4578,0.8275,2.5296,0.6591,0.5555,0.1592,1.136,0.558,0.7419,1.2168,1.7985
19.8866,2.5382,1.7268,0.2592,1.1582,0.7728,0.3776,7.0482,0.4366,0.4287,1.3758,1.0423,0.4218,1.7051,0.7177,0.4756,0.1278,0.6933,0.5731,1.0941,0.9939,1.7473
19.9865,2.0144,1.272,0.0527,1.9357,1.0687,0.4602,5.9648,0.227,0.729,0.103,2.199,0.4878,0.7313,0.9964,0.3325,0.1516,0.3259,0.6154,0.845,0.3452,1.0589
20.0864,1.2326,1.1616,0.4022,3.143,1.0507,0.5898,5.1508,0.3292,0.4073,1.178,1.5554,0.6141,0.7754,0.2117,0.1492,0.1172,0.2875,0.6574,0.6173,0.427,0.3169
20.1864,1.6964,1.1285,0.6532,2.3843,0.7799,0.4113,6.3069,0.2856,0.486,0.8195,1.1028,0.0961,0.4945,0.3591,0.2502,0.0802,1.0688,0.2288,0.6154,0.9715,1.5592
20.2863,2.3351,1.4988,0.6678,1.432,0.4242,0.3192,4.0555,0.2779,1.398,0.5488,1.4395,0.5987,0.8227,0.8752,0.5126,0.1252,0.9129,0.742,0.7546,1.217,2.0792
20.3862,2.331,1.862,0.4212,2.5126,0.3054,0.3587,7.2216,0.4118,2.1283,1.0901,1.9454,0.8167,1.6955,0.9059,0.5048,0.1763,0.2338,0.567,0.6958,1.2302,2.1517
20.4862,1.888,1.6016,0.3706,2.2488,0.371,0.5451,3.0763,0.1453,0.8328,0.4737,2.5378,0.4465,1.4796,1.0844,0.3553,0.1746,0.2802,0.652,0.4911,0.96,1.9519
20.5861,1.2615,0.8629,0.5394,2.2869,0.2876,0.3222,6.3616,0.4028,1.672,1.0899,2.2038,0.3771,1.1365,1.0106,0.214,0.2032,0.8302,0.3406,0.6714,0.2799,0.9501
20.686,0.6165,0.2819,0.3226,3.239,0.211,0.2184,3.5842,0.0944,0.8588,0.2975,1.7732,0.9445,2.2661,0.193,0.0758,0.1476,0.8508,0.9494,0.2407,0.6403,0.8408
20.786,0.1714,0.322,0.2105,2.2522,0.2722,0.3531,5.9293,0.4264,0.6161,1.1322,1.3697,0.8188,2.4082,0.5441,0.3426,0.0764,0.246,0.7155,0.5166,1.1117,2.0889
20.8859,0.1795,0.328,0.6135,1.5533,0.5082,0.6478,4.9349,0.231,1.2469,0.7869,1.6782,0.4528,1.0419,0.9106,0.4642,0.1284,0.4506,0.947,0.4986,1.2497,2.4748
20.9858,0.5537,0.3334,0.5538,3.4199,0.6509,0.4805,3.9813,0.3415,1.3276,1.2988,0.9377,0.552,1.3542,0.6961,0.3927,0.2123,0.6581,1.5307,0.8681,1.2247,2.4608
21.0858,0.6946,0.6333,0.2208,2.989,0.6791,0.3946,5.4978,0.2964,1.4653,0.9021,0.8147,0.5929,2.3233,0.471,0.3221,0.1964,1.0471,0.5588,0.5942,0.9435,2.1437
21.1857,0.6813,0.7745,0.5401,1.5284,0.6384,0.5388,2.9853,0.2578,1.7044,1.2278,1.5925,0.4553,1.5865,0.6222,0.1698,0.1816,0.4027,0.8707,0.2744,0.307,1.0201
21.2856,1.0584,0.4841,0.6941,2.8487,0.9076,0.6755,6.0814,0.4011,0.7836,0.4327,0.6214,0.2448,0.9531,0.4611,0.185,0.1362,0.3068,0.4048,0.0124,0.7773,1.2311
21.3856,1.32,0.5507,0.4974,2.6628,1.0172,0.557,1.972,0.1629,0.5083,0.9179,1.8242,0.4742,1.8317,0.4932,0.3612,0.0748,0.6867,1.2918,0.6624,1.1844,2.3887
21.4855,1.1389,0.8717,0.3384,1.9274,0.7417,0.5274,5.4248,0.4193,0.6823,1.1229,2.9445,0.6229,1.462,1.1401,0.3448,0.1264,0.7964,1.2387,0.6313,1.2279,2.6704
21.5854,0.6377,0.643,0.4708,3.1412,0.4444,0.9793,3.0767,0.0921,0.7105,1.2369,2.3741,0.2495,0.7211,1.3883,0.3452,0.2579,0.7253,0.7006,0.7287,1.17,2.6236
21.6854,0.1922,0.2181,0.4256,2.4584,0.3849,1.1508,4.6836,0.408,2.0648,0.2068,2.2769,0.5067,1.4589,1.5735,0.3699,0.2552,0.6184,1.0613,0.7694,0.8765,2.1927
21.7853,0.9637,0.5777,0.081,1.6139,0.4702,0.6327,4.202,0.2219,1.5471,0.396,2.5439,0.633,1.3568,1.0426,0.2725,0.1605,0.9508,0.9102,0.207,0.3352,0.9762
21.8852,1.3928,0.7365,0.4136,3.6675,0.4901,0.3152,3.002,0.3583,0.813,0.8561,2.9171,0.1032,1.1431,0.3668,0.2822,0.1198,0.5616,1.5877,0.5392,0.8878,1.4584
21.9852,1.0566,0.6964,0.6938,3.3254,0.2595,0.2509,5.0008,0.315,1.1918,0.2018,2.5622,0.4564,1.9171,0.6465,0.2753,0.1225,0.3156,0.8015,0.9664,1.1769,2.4684
22.0851,0.1787,0.3739,0.5707,1.1386,0.2708,0.7322,1.8679,0.238,1.0737,1.0791,1.3005,0.5554,1.8976,0.6168,0.2679,0.1985,0.1477,0.7965,0.9812,1.1108,2.581
22.185,0.8139,0.3966,0.3229,2.873,0.6321,0.7925,5.144,0.3846,1.5066,0.185,1.2005,0.366,0.8527,0.6966,0.4307,0.2869,1.0664,0.7463,0.4356,1.034,2.4446
22.285,1.2786,0.9714,0.4964,3.1634,0.6705,0.4171,1.4811,0.1718,1.751,0.3594,0.5919,0.1792,0.4142,0.3748,0.4857,0.2444,0.8993,0.9248,0.2143,0.7386,1.8856
22.3849,1.2964,0.9679,0.4814,2.0781,0.4006,0.1047,4.7075,0.4355,1.082,0.3186,0.5458,0.2257,0.8765,0.2754,0.4276,0.1299,0.1864,1.5499,0.1561,0.333,0.6385
22.4848,0.9517,0.3922,0.1866,2.9737,0.2895,0.2202,3.0766,0.105,0.8289,0.6494,0.38,0.5035,0.5227,0.105,0.3388,0.1089,0.2654,0.8338,0.5565,0.9566,1.5849
22.5848,0.4296,0.2926,0.2677,2.5925,0.5062,0.3332,3.5787,0.3916,1.0101,1.0356,1.5553,0.5326,1.5198,0.2648,0.1784,0.1301,0.5593,1.2427,0.7992,1.1359,2.4204
22.6847,0.6533,0.5105,0.3685,1.1257,0.5392,0.1472,3.9985,0.2079,0.9242,1.1685,2.1406,0.5804,2.4257,0.1926,0.3468,0.2046,1.0566,0.9388,0.8826,0.9806,2.3645
22.7846,0.8245,0.4993,0.2323,3.4057,0.3706,0.2127,2.2022,0.3683,1.5698,0.4359,1.1519,0.7618,2.1577,0.516,0.569,0.3086,0.5345,0.8318,0.716,0.8913,2.1336
22.8845,0.7393,0.5869,0.1237,3.6612,0.3194,0.18,4.8788,0.3293,1.3816,0.5402,0.2874,0.4084,1.0358,0.3003,0.6107,0.2874,0.7575,0.6789,0.7549,0.5798,1.4072
22.9845,0.9765,0.4859,0.2355,1.4213,0.4745,0.4816,1.1935,0.2284,1.3863,0.6276,1.024,0.3137,0.8463,0.2811,0.5222,0.1462,0.5444,0.8659,0.7761,0.3747,0.4046
23.0844,0.9735,0.4244,0.2548,1.9816,0.6696,0.7226,4.6527,0.3723,0.7982,0.9329,1.5083,0.633,1.1325,0.706,0.3128,0.1001,0.806,1.238,0.7721,0.9961,1.7264
23.1843,0.4483,0.4185,0.1727,2.8916,0.7029,0.5949,1.8292,0.1704,0.8276,0.7569,2.1135,0.6516,1.2405,0.8614,0.1008,0.1563,0.5443,1.0736,0.5871,1.0506,2.2547
23.2843,0.5343,0.3086,0.1751,1.8479,0.5637,0.3709,4.2795,0.4421,1.2322,0.0779,1.9604,0.3471,1.7425,0.8222,0.4409,0.236,0.4436,1.0793,0.1593,0.8325,2.0726
23.3842,1.0856,0.7233,0.1579,2.1042,0.6445,0.2731,3.5579,0.1196,1.5522,0.7607,0.4515,0.1754,1.8558,0.8458,0.6489,0.3123,1.1063,0.3695,0.2256,0.7341,1.7859
23.4841,1.2639,0.847,0.1764,2.3275,0.875,0.3348,2.8923,0.3848,1.3492,0.7272,1.5928,0.2677,1.6342,0.5569,0.6503,0.2831,0.4078,0.432,0.3269,0.3872,0.8754
23.5841,0.889,0.4953,0.4254,1.1509,1.0322,0.3284,4.3165,0.1986,0.726,0.4282,2.5409,0.2353,1.3985,0.3271,0.4985,0.1277,0.5731,0.7611,0.5214,0.4976,0.8378
23.684,0.3173,0.3865,0.4697,2.1484,1.0106,0.3882,1.7508,0.3675,0.2807,1.2856,2.0109,0.6183,0.9334,0.2044,0.218,0.0824,0.1601,1.7337,0.4446,1.0518,2.042
23.7839,1.3458,0.7182,0.2064,2.6934,0.9765,0.4148,5.1056,0.3328,0.6714,0.4322,1.2104,0.5111,0.6558,0.2326,0.1588,0.1903,0.8138,1.5608,0.1375,0.9848,2.2235
23.8839,1.9908,1.1167,0.1449,1.3058,0.8928,0.6541,1.44,0.2306,1.3729,1.2014,1.3713,0.1379,0.9513,0.1356,0.4991,0.2895,0.9697,0.4031,0.1433,0.739,1.9242
